Line Number,Latitude,Longitude
143,36.99468,-122.03763
144,36.99465,-122.0376
145,36.9946,-122.03754
146,36.99454,-122.0375
147,36.99449,-122.03746
148,36.99444,-122.03745
149,36.99441,-122.03742
150,36.99438,-122.0374
151,36.99434,-122.03737
152,36.99428,-122.03733
153,36.99424,-122.03731
154,36.99422,-122.03729
155,36.99418,-122.03727
156,36.99412,-122.03722
157,36.99406,-122.03719
158,36.99404,-122.03718
159,36.99396,-122.03714
160,36.99389,-122.03711
161,36.9938,-122.03704
162,36.99374,-122.037
163,36.99371,-122.03698
164,36.99368,-122.03695
165,36.99366,-122.03689
166,36.99366,-122.03688
167,36.9936,-122.03662
168,36.99355,-122.03648
169,36.99351,-122.03641
170,36.99349,-122.03637
171,36.99339,-122.03625
172,36.99338,-122.03625
173,36.99328,-122.0362
174,36.99323,-122.03617
175,36.9932,-122.03615
176,36.99314,-122.03606
177,36.99309,-122.036
178,36.99301,-122.0359
179,36.99298,-122.03586
180,36.99296,-122.03584
181,36.99284,-122.03568
182,36.99282,-122.03567
183,36.99275,-122.03559
184,36.99272,-122.03556
185,36.9927,-122.03554
186,36.99266,-122.0355
187,36.99259,-122.03548
188,36.99251,-122.03544
189,36.99245,-122.03539
190,36.99243,-122.03537
191,36.99235,-122.03531
192,36.99231,-122.03527
193,36.99228,-122.03525
194,36.99225,-122.03523
195,36.99222,-122.03521
196,36.99218,-122.03519
197,36.99212,-122.03516
198,36.99208,-122.03511
199,36.99209,-122.03504
200,36.99208,-122.03499
201,36.99209,-122.03504
202,36.99208,-122.03511
203,36.99212,-122.03516
204,36.99218,-122.03519
205,36.99222,-122.03521
206,36.99225,-122.03523
207,36.99228,-122.03525
208,36.99231,-122.03527
209,36.99235,-122.03531
210,36.99243,-122.03537
211,36.99245,-122.03539
212,36.99251,-122.03544
213,36.99259,-122.03548
214,36.99266,-122.0355
215,36.9927,-122.03554
216,36.99272,-122.03556
217,36.99275,-122.03559
218,36.99282,-122.03567
219,36.99284,-122.03568
220,36.99296,-122.03584
221,36.99298,-122.03586
222,36.99301,-122.0359
223,36.99309,-122.036
224,36.99314,-122.03606
225,36.9932,-122.03615
226,36.99323,-122.03617
227,36.99328,-122.0362
228,36.99338,-122.03625
229,36.99339,-122.03625
230,36.99349,-122.03637
231,36.99351,-122.03641
232,36.99355,-122.03648
233,36.9936,-122.03662
234,36.99366,-122.03688
235,36.99366,-122.03689
236,36.99368,-122.03695
237,36.99371,-122.03698
238,36.99374,-122.037
239,36.99371,-122.0372
240,36.99365,-122.03729
241,36.99357,-122.03736
242,36.99356,-122.03737
243,36.99351,-122.03743
244,36.99343,-122.0375
245,36.99342,-122.03751
246,36.9933,-122.03761
247,36.99318,-122.03775
248,36.99315,-122.03777
249,36.99308,-122.03784
250,36.99295,-122.03796
251,36.99277,-122.03813
252,36.99271,-122.03816
253,36.99265,-122.0382
254,36.99247,-122.03825
255,36.99233,-122.03828
256,36.99221,-122.0383
257,36.99213,-122.0384
258,36.99208,-122.0385
259,36.99208,-122.03851
260,36.99204,-122.0386
261,36.99197,-122.03868
262,36.9919,-122.03874
263,36.99183,-122.0388
264,36.99179,-122.03883
265,36.99175,-122.0389
266,36.99173,-122.03895
267,36.9917,-122.03901
268,36.99167,-122.03908
269,36.9917,-122.0391
270,36.99177,-122.03916
271,36.99181,-122.03921
272,36.99195,-122.03935
273,36.99209,-122.03949
274,36.99212,-122.03952
275,36.99222,-122.03962
276,36.99231,-122.0397
277,36.99238,-122.03976
278,36.99246,-122.03984
279,36.99255,-122.03994
280,36.99262,-122.04002
281,36.99278,-122.04022
282,36.99288,-122.04034
283,36.99291,-122.04037
284,36.99304,-122.04047
285,36.99316,-122.04058
286,36.99321,-122.04062
287,36.99327,-122.04067
288,36.99337,-122.04073
289,36.99339,-122.04074
290,36.99353,-122.04081
291,36.99359,-122.04084
292,36.9937,-122.04091
293,36.99382,-122.04097
294,36.99386,-122.04099
295,36.99395,-122.04103
296,36.99404,-122.04106
297,36.99411,-122.04108
298,36.99419,-122.04113
299,36.9942,-122.04113
300,36.99441,-122.04126
301,36.99442,-122.04126
302,36.99444,-122.04126
303,36.99447,-122.04125
304,36.9945,-122.04123
305,36.99454,-122.04124
306,36.99455,-122.04125
307,36.9946,-122.04134
308,36.99464,-122.04141
309,36.99468,-122.04148
310,36.99473,-122.04157
311,36.99476,-122.04166
312,36.99482,-122.04178
313,36.99495,-122.04198
314,36.99496,-122.042
315,36.99512,-122.04227
316,36.99522,-122.04239
317,36.99535,-122.04259
318,36.99558,-122.04293
319,36.9956,-122.04296
320,36.99578,-122.04325
321,36.9958,-122.04328
322,36.99592,-122.04345
323,36.99593,-122.04347
324,36.99603,-122.04363
325,36.99609,-122.04374
326,36.99614,-122.04383
327,36.99622,-122.04404
328,36.99629,-122.04422
329,36.99637,-122.04439
330,36.99638,-122.04441
331,36.99643,-122.04449
332,36.99649,-122.0446
333,36.99651,-122.04464
334,36.99654,-122.04468
335,36.99657,-122.04471
336,36.9966,-122.04472
337,36.99664,-122.04472
338,36.99665,-122.04483
339,36.99665,-122.04489
340,36.99669,-122.04505
341,36.99669,-122.04506
342,36.99674,-122.04527
343,36.99677,-122.04542
344,36.99686,-122.04569
345,36.99693,-122.0459
346,36.99695,-122.04596
347,36.99697,-122.04612
348,36.99697,-122.04618
349,36.99699,-122.04634
350,36.997,-122.04637
351,36.99702,-122.04648
352,36.99706,-122.04655
353,36.99712,-122.04666
354,36.9973,-122.04688
355,36.99735,-122.04694
356,36.99739,-122.04706
357,36.99746,-122.04727
358,36.99755,-122.04723
359,36.99757,-122.04723
360,36.99764,-122.04745
361,36.99768,-122.04757
362,36.99774,-122.04778
363,36.99776,-122.04783
364,36.99777,-122.048
365,36.99778,-122.04813
366,36.99782,-122.04821
367,36.99796,-122.0485
368,36.99818,-122.04871
369,36.99835,-122.04869
370,36.99848,-122.04867
371,36.99853,-122.04864
372,36.99867,-122.04854
373,36.99869,-122.04853
374,36.99885,-122.04844
375,36.999,-122.04836
376,36.99918,-122.04827
377,36.99935,-122.04819
378,36.9994,-122.04817
379,36.99952,-122.0481
380,36.99957,-122.04808
381,36.99968,-122.04814
382,36.99969,-122.04814
383,36.99982,-122.04829
384,36.99989,-122.04838
385,36.99993,-122.04846
386,37.00001,-122.04862
387,37.00003,-122.04865
388,37.00012,-122.04884
389,36.99985,-122.04901
390,36.99984,-122.04901
391,36.99979,-122.04905
392,36.99967,-122.04907
393,36.99958,-122.04908
394,36.99949,-122.04907
395,36.99932,-122.04906
396,36.99931,-122.04906
397,36.99914,-122.04908
398,36.99907,-122.04909
399,36.99897,-122.04915
400,36.99893,-122.04917
401,36.9988,-122.04923
402,36.99864,-122.0493
403,36.99863,-122.0493
404,36.99846,-122.04937
405,36.99831,-122.04943
406,36.99829,-122.04944
407,36.99828,-122.04944
408,36.99811,-122.0495
409,36.99794,-122.04956
410,36.99782,-122.04961
411,36.99777,-122.04964
412,36.9976,-122.04972
413,36.99746,-122.0498
414,36.99744,-122.04981
415,36.99728,-122.04991
416,36.99723,-122.04994
417,36.99713,-122.05003
418,36.99712,-122.05003
419,36.99705,-122.05009
420,36.9970502473899,-122.050091811705
